Fecha_publicacion,username,Texto_tuit,nombre_tw,location,description,followers_count,geo_location,PARTIDO_COALICION,ENTIDAD,NOMBRE_CANDIDATO,EDAD
Sun Mar 29 00:59:53 +0000 2020,pepeestefang,"Recuerda que hoy sábado 28 de marzo, entre las 20:30 y las 21:30 es la #HoraDelPlaneta, por lo que te invito a que apagues la luz de tu hogar. Únete al movimiento ambiental y salvemos al planeta. https://t.co/kmR4G0fjc1",Pepe Estefan G,"Ciudad Ixtepec, Oaxaca",Diputado Federal Electo por el Distrito 07 en #Oaxaca. Dirigente del @partidoverde_oa.,2450,True ,Juntos Hacemos Historia,OAXACA,JOSE ANTONIO ESTEFAN GILLESSEN,34
Fri Jan 31 21:08:23 +0000 2020,pepeestefang,Junto a la Secretaria de la Juventud @KhatiaJessiley y Andrés Arnaud joven ambientalista con proyectos en defensa de especies en peligro de extinción revisamos las acciones a seguir este año. Coordinadamente definimos estrategias del @partidoverde_oa en pro del medio ambiente. https://t.co/KaWs2rO09o,Pepe Estefan G,"Ciudad Ixtepec, Oaxaca",Diputado Federal Electo por el Distrito 07 en #Oaxaca. Dirigente del @partidoverde_oa.,2450,True ,Juntos Hacemos Historia,OAXACA,JOSE ANTONIO ESTEFAN GILLESSEN,34
Wed Aug 28 23:10:05 +0000 2019,pepeestefang,"Por la tarde, a las 6:15 pm a través de la señal de @cortv en el 92.9FM y 96.9 fm informaré a la audiencia de todo el estado de la campaña de Reforestación.  Escuchen la entrevista con @leyvaguilar y @misaelsanchezmx en el Informativo360.",Pepe Estefan G,"Ciudad Ixtepec, Oaxaca",Diputado Federal Electo por el Distrito 07 en #Oaxaca. Dirigente del @partidoverde_oa.,2450,True ,Juntos Hacemos Historia,OAXACA,JOSE ANTONIO ESTEFAN GILLESSEN,34
Wed Aug 28 19:14:57 +0000 2019,pepeestefang,A partir de las 2:20 pm estaré en @grupoacir #Oaxaca con @OSCAR_VERGARA1 en el noticiero @PanoramaOaxaca hablaré  de la campaña de Reforestación y Afiliación del Partido Verde. Acompáñenme a escucharla.,Pepe Estefan G,"Ciudad Ixtepec, Oaxaca",Diputado Federal Electo por el Distrito 07 en #Oaxaca. Dirigente del @partidoverde_oa.,2450,True ,Juntos Hacemos Historia,OAXACA,JOSE ANTONIO ESTEFAN GILLESSEN,34
Wed Aug 28 18:14:15 +0000 2019,pepeestefang,Los invito a escuchar la entrevista este mediodía con @betillocruz a través del 93.7 de fm Radio Formula. En la segunda emisión del Noticiero hablaremos de la campaña de Reforestación del Partido Verde.,Pepe Estefan G,"Ciudad Ixtepec, Oaxaca",Diputado Federal Electo por el Distrito 07 en #Oaxaca. Dirigente del @partidoverde_oa.,2450,True ,Juntos Hacemos Historia,OAXACA,JOSE ANTONIO ESTEFAN GILLESSEN,34
Thu Aug 08 20:59:44 +0000 2019,pepeestefang,"Militantes y simpatizantes del Partido Verde Ecologista de México (PVEM), iniciamos este día el Programa de Reforestación del Comité Ejecutivo Estatal, en la Segunda sección del Ejido Guadalupe Victoria, ubicado en la capital. https://t.co/UTp3uxhzSG",Pepe Estefan G,"Ciudad Ixtepec, Oaxaca",Diputado Federal Electo por el Distrito 07 en #Oaxaca. Dirigente del @partidoverde_oa.,2450,True ,Juntos Hacemos Historia,OAXACA,JOSE ANTONIO ESTEFAN GILLESSEN,34
Tue Apr 09 17:21:51 +0000 2019,pepeestefang,"Gracias al trabajo que ha realizado el Gobierno de Oaxaca en materia de medio ambiente, como el proyecto del Nuevo Centro Intermunicipal de Residuos Sólidos, se logrará tratar más de 1000 toneladas de basura, para tener un Oaxaca sustentable. #FuerzaVerde https://t.co/5T3gSL4uM1",Pepe Estefan G,"Ciudad Ixtepec, Oaxaca",Diputado Federal Electo por el Distrito 07 en #Oaxaca. Dirigente del @partidoverde_oa.,2450,True ,Juntos Hacemos Historia,OAXACA,JOSE ANTONIO ESTEFAN GILLESSEN,34
Mon May 07 21:09:59 +0000 2018,vjorrin,"Participo por segunda ocasión en la Comisión de Expertos en Administración Pública en la ONU con sede en Nueva York en donde académicos, funcionarios de alto nivel, Universidades y Ministros, buscamos las estrategias para cumplir con los objetivos de Desarrollo Sostenible. https://t.co/a3F9QkJSmb",Víctor Jorrín,"Acapulco de Juárez, Guerrero","Psicólogo, Empresario y promotor de apoyos a la sociedad.",1461,True ,Movimiento Ciudadano,GUERRERO,VICTOR MANUEL JORRIN LOZANO,66
Sun Feb 09 03:11:20 +0000 2020,llavenabarca,"Acudimos a la Reunión Estatal para la Prevención y Combate de Incendios 2020, evento encabezado por el gobernador @rutilioescandon, la FGE aplicará la ley sin distinción a quien cometa el delito de ecocidio. #SiempreAlLadoDeLaGente https://t.co/ss5pwrmb9Y",Jorge Luis Llaven Abarca,"Chiapas, México",,1795,True ,Juntos Hacemos Historia,CHIAPAS,JORGE LUIS LLAVEN ABARCA,47
Tue Jan 14 02:09:36 +0000 2020,llavenabarca,"Se desalojaron 209 hectáreas ubicadas dentro de la Reserva de la Biosfera El Triunfo. Con esta acción ya van 71 operativos de desalojo realizados en #Chiapas, 9 mil 258 hectáreas recuperadas y 247 personas presentadas ante el Ministerio Público. #SiempreAlLadoDeLaGente https://t.co/vlWxZQwuEW",Jorge Luis Llaven Abarca,"Chiapas, México",,1795,True ,Juntos Hacemos Historia,CHIAPAS,JORGE LUIS LLAVEN ABARCA,47
Thu Oct 24 20:48:07 +0000 2019,llavenabarca,Este Día Mundial de Información sobre el Desarrollo busca conciencientizarnos sobre la importancia de conocer los problemas generales del mundo y de cómo las TIC pueden contribuir a lograr a que sea sostenible. https://t.co/jcXbccuSi4,Jorge Luis Llaven Abarca,"Chiapas, México",,1795,True ,Juntos Hacemos Historia,CHIAPAS,JORGE LUIS LLAVEN ABARCA,47
Thu May 07 23:32:37 +0000 2020,hectormoram1,La reactivación económica será un gran reto para las empresas y comercios de nuestra Ciudad y sus 16 Alcaldías. Debemos empezar a plantear medidas de mitigación y protección a las inversiones locales @CANACOMexico 🇲🇽 https://t.co/hMt6J7Paoq,Héctor Mora,,Soy Orgullosamente Mexicano 🇲🇽 de la #CDMX #MéxicoTeQuiere *Todo aquí es a título personal* #M1,1561,True ,Juntos Hacemos Historia,CIUDAD DE MÉXICO,HECTOR MANUEL MORA ZERMEÑO,30
Wed Aug 28 19:23:36 +0000 2019,hectormoram1,"Los agremiados de @CANACOMexico en @BJAlcaldia extendemos felicitaciones a nuestro Presidente Ing.Nathan Poplawsky por su nombramiento como Presidente del Consejo Económico, Social y Ambiental de la #CiudadDeMéxico @cesacdmx. https://t.co/4OvHtCYvk9",Héctor Mora,,Soy Orgullosamente Mexicano 🇲🇽 de la #CDMX #MéxicoTeQuiere *Todo aquí es a título personal* #M1,1561,True ,Juntos Hacemos Historia,CIUDAD DE MÉXICO,HECTOR MANUEL MORA ZERMEÑO,30
Fri Mar 19 16:20:03 +0000 2021,beatrizroblesgs,"La perspectiva de género debe estar presente en todo, y en la #4T garantizamos el acceso a un medio ambiente sano e inclusivo para la adaptación y mitigación del cambio climático. https://t.co/AB7CLMkb02",Beatriz Robles,Querétaro,Mujer  diputada federal del distrito 03 de Querétaro  Comprometida con la 4T   @PartidoMorenaMx,8274,True ,Juntos Hacemos Historia,QUERÉTARO,BEATRIZ SILVIA ROBLES GUTIERREZ,56
Wed Oct 07 20:00:16 +0000 2020,beatrizroblesgs,"Ni la ciencia, ni la tecnología,  ni la salud, ni los deportistas......nadie quedará sin atención.  Pero los fideicomisos se irán. Por el bien de México se acabará con esas figuras financieras opacas. Por qué será que hay gran oposición a la extinción?? Corrupción??? https://t.co/Qp54mJefOn",Beatriz Robles,Querétaro,Mujer  diputada federal del distrito 03 de Querétaro  Comprometida con la 4T   @PartidoMorenaMx,8274,True ,Juntos Hacemos Historia,QUERÉTARO,BEATRIZ SILVIA ROBLES GUTIERREZ,56
Fri May 21 03:27:51 +0000 2021,angelesgtzchih,🐝#SabíasQué  El 75% de los cultivos para alimentación dependen de la polinización de las abejas y lamentablemente se encuentran en peligro de extinción.  #VaPorMéxico #AngelesGutiérrez #JazmínTerrazas #NovenoDistrito  #VotaPAN #VotaPRI #VotaPRD https://t.co/n1xkwPRKOP,Angeles Gutiérrez,"Hidalgo del Parral, Chihuahua",Candidata a la Diputación por el Noveno Distrito con la alianza Va por México.¡Nosotros podemos!,399,False ,Va Por Mexico,CHIHUAHUA,MARIA DE LOS ANGELES GUTIERREZ VALDEZ,59
Thu Apr 22 22:38:35 +0000 2021,angelesgtzchih,#NosotrosPodemos realizar un cambio hacia una economía más sostenible que funcione tanto para las personas como para el planeta. Promovamos la armonía con la naturaleza y la Tierra. #VaPorMéxico 🌎 #AngelesGutiérrez💙 #NovenoDistrito 9️⃣ https://t.co/WNaK3wbp6o,Angeles Gutiérrez,"Hidalgo del Parral, Chihuahua",Candidata a la Diputación por el Noveno Distrito con la alianza Va por México.¡Nosotros podemos!,399,False ,Va Por Mexico,CHIHUAHUA,MARIA DE LOS ANGELES GUTIERREZ VALDEZ,59
Sat Feb 27 17:25:12 +0000 2021,angelesgtzchih,"Damos gracias por el compromiso y el espíritu de lucha de cada #ONG, gracias a su labor, la ayuda sigue llegando donde se necesita en estos difíciles tiempos. Cada causa construye un mundo más justo y sostenible. #DiaMundialDeLasONG! #PorAmorANuestraTierra #AngelesDiputada https://t.co/elX09FySos",Angeles Gutiérrez,"Hidalgo del Parral, Chihuahua",Candidata a la Diputación por el Noveno Distrito con la alianza Va por México.¡Nosotros podemos!,399,False ,Va Por Mexico,CHIHUAHUA,MARIA DE LOS ANGELES GUTIERREZ VALDEZ,59
Wed Oct 14 18:05:31 +0000 2020,angelesgtzchih,"Con gusto estuve presente virtualmente en la Ceremonia de premiación del Cuarto Premio Nacional ""Dip. Francisco J. Múgica"" sobre Desarrollo Rural Sustentable y Soberanía Alimentaria, 2020. #AngelesDiputada #PorAmorAMiTierra @diputadospan https://t.co/1J0J4Mh4mF",Angeles Gutiérrez,"Hidalgo del Parral, Chihuahua",Candidata a la Diputación por el Noveno Distrito con la alianza Va por México.¡Nosotros podemos!,399,False ,Va Por Mexico,CHIHUAHUA,MARIA DE LOS ANGELES GUTIERREZ VALDEZ,59
Fri Jun 05 16:13:51 +0000 2020,angelesgtzchih,"En 2020, el tema del #DiaMundialDelMedioAmbiente es la #Biodiversidad, un gran motivo de preocupación mundial en materia medioambiental. Eventos catastróficos recientes como los incendios forestales a gran escala de Brasil, California y Australia,",Angeles Gutiérrez,"Hidalgo del Parral, Chihuahua",Candidata a la Diputación por el Noveno Distrito con la alianza Va por México.¡Nosotros podemos!,399,False ,Va Por Mexico,CHIHUAHUA,MARIA DE LOS ANGELES GUTIERREZ VALDEZ,59
Fri May 22 22:40:16 +0000 2020,angelesgtzchih,"Hoy 22 de mayo es  #DíadelaBiodiversidad Se entiende por biodiversidad la amplia variedad de plantas, animales y microorganismos existentes. Cuidemos todo lo que nos rodea. #BiodiversityDay2020 @diputadospan https://t.co/m1ipQPDmOw",Angeles Gutiérrez,"Hidalgo del Parral, Chihuahua",Candidata a la Diputación por el Noveno Distrito con la alianza Va por México.¡Nosotros podemos!,399,False ,Va Por Mexico,CHIHUAHUA,MARIA DE LOS ANGELES GUTIERREZ VALDEZ,59
Wed May 20 16:16:09 +0000 2020,angelesgtzchih,"Para crear conciencia sobre la importancia de los polinizadores, las amenazas a las que se enfrentan y su contribución al desarrollo sostenible, las Naciones Unidas declararon el 20 de mayo como #DíaMundialdelasAbejas.  @diputadospan https://t.co/7pkYraY1DM",Angeles Gutiérrez,"Hidalgo del Parral, Chihuahua",Candidata a la Diputación por el Noveno Distrito con la alianza Va por México.¡Nosotros podemos!,399,False ,Va Por Mexico,CHIHUAHUA,MARIA DE LOS ANGELES GUTIERREZ VALDEZ,59
Wed Apr 22 15:46:29 +0000 2020,angelesgtzchih,"#DíadelaTierra La naturaleza sufre. Los incendios en Australia, los mayores registros de calor terrestre y la peor invasión de langostas en Kenia... Ahora nos enfrentamos a COVID -19, una pandemia sanitaria mundial con una fuerte relación con la salud de nuestro ecosistema. https://t.co/CkWOr1H4CG",Angeles Gutiérrez,"Hidalgo del Parral, Chihuahua",Candidata a la Diputación por el Noveno Distrito con la alianza Va por México.¡Nosotros podemos!,399,False ,Va Por Mexico,CHIHUAHUA,MARIA DE LOS ANGELES GUTIERREZ VALDEZ,59
Mon Feb 08 16:00:17 +0000 2021,diana_larac,"El activista, conocido como @PeatonDelSur explicó en entrevista que la iniciativa de tener un conteo, propio de tuiteros, surge ante el incremento de volcaduras en 2019. #MuerteVialCDMX https://t.co/W08nZ0jwhe",Diana Lara,Mexico,"Diputada Federal electa por el Distrito 6 de la CDMX. Comunicóloga, consejera regional del @PAN_CDMX. Columnista en @Central_CM 📞5626194587. #LaVidaEsHoy.",2459,True ,Va Por Mexico,CIUDAD DE MÉXICO,DIANA MARIA TERESA LARA CARREON,36
Thu May 16 20:09:26 +0000 2019,melbafarias1,Los árboles ayudan a disminuir los niveles de contaminación atmosférica y también reducen la temperatura ambiental.  Juntos podemos darle la vuelta a las cosas y hacer de este un mundo mejor. 🌎🏞️🌳  #DémosleLaVuelta #ReforestemosMonclova #PlantaUnÁrbol https://t.co/Rgc7wrkpKS,Diputada Federal Melba Farías,"Monclova, Coahuila de Zaragoza",Diputada Federal # Distrito3 por #Morena #JuntosHaremosHistoria,770,True ,Juntos Hacemos Historia,COAHUILA,MELBA NELIA FARIAS ZAMBRANO,65
Thu Jan 17 22:39:15 +0000 2019,melbafarias1,"El día de ayer falleció una gran geóloga y activista del movimiento 68, Campa Uranga. Expreso mis condolencias y solidaridad para con su familia y seres queridos. Hasta siempre, tus acciones quedarán marcadas en la historia. https://t.co/sVxT2f4dCC",Diputada Federal Melba Farías,"Monclova, Coahuila de Zaragoza",Diputada Federal # Distrito3 por #Morena #JuntosHaremosHistoria,770,True ,Juntos Hacemos Historia,COAHUILA,MELBA NELIA FARIAS ZAMBRANO,65
Mon Dec 10 18:38:35 +0000 2018,melbafarias1,Felicito a la activista @NadiaMuradBasee y al médico @DenisMukwege por recibir el Premio Nobel de la Paz.  Todos debemos ser parte del cambio para construir un mundo sin violencia contra la mujer. @CongresoUGenero #nobeldelapaz #LegislandoPorLaIgualdad #DiaDeLosDerechosHumanos https://t.co/aQTX1I75NR,Diputada Federal Melba Farías,"Monclova, Coahuila de Zaragoza",Diputada Federal # Distrito3 por #Morena #JuntosHaremosHistoria,770,True ,Juntos Hacemos Historia,COAHUILA,MELBA NELIA FARIAS ZAMBRANO,65
Wed Sep 23 00:32:32 +0000 2020,manuelantunez,"La #EvoluciónMexicana convoca a hacer un nuevo trato con y por las mujeres, un nuevo trato por la paz, la salud, la justicia social y ambiental. https://t.co/GATRKFyygT",Manuel Antúnez O.,,Delegado Nacional  de Movimiento Ciudadano para Michoacán,1489,True ,Movimiento Ciudadano,NACIONAL,LUIS MANUEL ANTUNEZ OVIEDO,74
Tue May 12 03:26:56 +0000 2015,manuelantunez,Con el Consejo Estatal de Ecología de presentó la agenda ambiental para trazar el desarrollo sustentable en el Edo. http://t.co/SyeVuYzLir,Manuel Antúnez O.,,Delegado Nacional  de Movimiento Ciudadano para Michoacán,1489,True ,Movimiento Ciudadano,NACIONAL,LUIS MANUEL ANTUNEZ OVIEDO,74
Wed Sep 23 01:02:15 +0000 2020,maribelmruiz,"Reduzcamos el ruido, la contaminación y el sedentarismo. En bicicleta 🚲 o a pie 🚶🏽‍♀️utilicemos nuestro propio motor.   #PorNuestroPlaneta #DiaMundialSinAuto https://t.co/con7t6OoVb",Maribel Martínez,"Oaxaca de Juárez, Oaxaca","Diputada Federal por la tercera circunscripción. Mamá de Victoria, Valeria y Luis Alonso. Enamorada de mi familia. #Oaxaca es mi casa. #MujerDeTrabajo",2765,True ,Partido Del Trabajo,NACIONAL,MARIBEL MARTINEZ RUIZ,48
Sun Aug 30 02:41:30 +0000 2020,maribelmruiz,"Sé y sostengo que la #IgualdadDeGénero es uno de los fundamentos esenciales para construir un mundo próspero y sostenible; por ello, promoví e impulsé propuestas legislativas que tienen como objetivo el empoderamiento de las mujeres   #DiputadaDeTrabajo #ResultadosporOaxaca https://t.co/j4KxF9khNv",Maribel Martínez,"Oaxaca de Juárez, Oaxaca","Diputada Federal por la tercera circunscripción. Mamá de Victoria, Valeria y Luis Alonso. Enamorada de mi familia. #Oaxaca es mi casa. #MujerDeTrabajo",2765,True ,Partido Del Trabajo,NACIONAL,MARIBEL MARTINEZ RUIZ,48
Mon Aug 24 22:41:57 +0000 2020,maribelmruiz,"Sé y sostengo que la #IgualdadDeGénero es uno de los fundamentos esenciales para construir un mundo próspero y sostenible.   Por ello, promoví e impulsé propuestas legislativas que tienen como objetivo el empoderamiento de las mujeres @Mx_Diputados   https://t.co/d4Iji9Z5UM https://t.co/zCCFJLPR4C",Maribel Martínez,"Oaxaca de Juárez, Oaxaca","Diputada Federal por la tercera circunscripción. Mamá de Victoria, Valeria y Luis Alonso. Enamorada de mi familia. #Oaxaca es mi casa. #MujerDeTrabajo",2765,True ,Partido Del Trabajo,NACIONAL,MARIBEL MARTINEZ RUIZ,48
Sun Sep 22 03:07:15 +0000 2019,maribelmruiz,"Participamos en la reforestación del municipio de Magdalena Apasco Etla. Estamos seguros que cada árbol que sembramos representa más oxígeno, menos calor y más vida para nuestras futuras generaciones. https://t.co/mevToJPwzc",Maribel Martínez,"Oaxaca de Juárez, Oaxaca","Diputada Federal por la tercera circunscripción. Mamá de Victoria, Valeria y Luis Alonso. Enamorada de mi familia. #Oaxaca es mi casa. #MujerDeTrabajo",2765,True ,Partido Del Trabajo,NACIONAL,MARIBEL MARTINEZ RUIZ,48
Wed May 29 03:29:33 +0000 2019,maribelmruiz,"Tal como lo estableció la ONU «La participación activa de la mujer, en pie de igualdad con el hombre, en todos los niveles de la adopción de decisiones, es indispensable para el logro de la igualdad, el desarrollo sostenible, la paz y la democracia». https://t.co/RqTc2Jo69Z",Maribel Martínez,"Oaxaca de Juárez, Oaxaca","Diputada Federal por la tercera circunscripción. Mamá de Victoria, Valeria y Luis Alonso. Enamorada de mi familia. #Oaxaca es mi casa. #MujerDeTrabajo",2765,True ,Partido Del Trabajo,NACIONAL,MARIBEL MARTINEZ RUIZ,48
Wed May 15 00:26:45 +0000 2019,maribelmruiz,"@AldaFacio, escritora, docente, jurista, experta en Género y Derechos Humanos de las #Mujeres, activista internacional de la #IgualdaddeGénero nos ofrece importante Conferencia el próximo lunes 20 de Mayo en #Oaxaca.  ¡Te esperamos! ¡Un encuentro gratuito y de puertas abiertas! https://t.co/QEPVZ1xAQb",Maribel Martínez,"Oaxaca de Juárez, Oaxaca","Diputada Federal por la tercera circunscripción. Mamá de Victoria, Valeria y Luis Alonso. Enamorada de mi familia. #Oaxaca es mi casa. #MujerDeTrabajo",2765,True ,Partido Del Trabajo,NACIONAL,MARIBEL MARTINEZ RUIZ,48
Thu Dec 20 20:06:58 +0000 2018,maribelmruiz,"La contaminación del suelo y el agua han aumentado a causa de las malas prácticas en la explotación, refinación, distribución, mantenimiento y almacenamiento de #petróleo. https://t.co/mWocltBIvT",Maribel Martínez,"Oaxaca de Juárez, Oaxaca","Diputada Federal por la tercera circunscripción. Mamá de Victoria, Valeria y Luis Alonso. Enamorada de mi familia. #Oaxaca es mi casa. #MujerDeTrabajo",2765,True ,Partido Del Trabajo,NACIONAL,MARIBEL MARTINEZ RUIZ,48
Thu Jun 24 00:00:24 +0000 2021,peregrin_nacho,Las pérdidas de carbono del suelo a la atmósfera pueden acelerar la crisis climática  https://t.co/6iT3hckWYY,NACHO PEREGRIN,Benito Juárez,FB: Nacho Peregrin IG: Nacho Peregrin,1605,True ,Juntos Hacemos Historia,CIUDAD DE MÉXICO,IGNACIO PEREGRIN SCHULL,24
Thu Sep 27 15:15:10 +0000 2018,rociorebollom,"El turismo, es uno de los sectores productivos de contribución real y potencial para el desarrollo económico sostenible de todos los países. #DiaMundialdelTurismo #México #WTD2018 @SECTUR_mx @gobmx",Rocío Rebollo,"Gómez Palacio, Durango","Madre de Andrés. Lagunera, orgullosamente Duranguense.",11443,True ,Va Por Mexico,DURANGO,MARIA DEL ROCIO REBOLLO MENDOZA,55
Mon May 16 18:04:08 +0000 2016,gallardofausto,Tijuana será ejemplo en ecología y desarrollo sustentable: Mendívil https://t.co/rsUswGCBNG,Fausto Gallardo,Tijuana ,"Diputado de la XXIIII Legislatura del Estado y dirigente estatal del PVEM en BC, apasionado por mi trabajo y hombre de ideales claros. Padre de un hermoso niño.",1905,False ,Juntos Hacemos Historia,BAJA CALIFORNIA,FAUSTO GALLARDO GARCIA,44
Thu Nov 13 17:28:22 +0000 2014,gallardofausto,Buena idea de Investigadores de #UABC que buscarán reducir contaminación por escurrimientos pluviales #RespAmbiental http://t.co/VCh2wDWj4D,Fausto Gallardo,Tijuana ,"Diputado de la XXIIII Legislatura del Estado y dirigente estatal del PVEM en BC, apasionado por mi trabajo y hombre de ideales claros. Padre de un hermoso niño.",1905,False ,Juntos Hacemos Historia,BAJA CALIFORNIA,FAUSTO GALLARDO GARCIA,44
Sat Jun 08 16:09:44 +0000 2013,gallardofausto,Iniciando el dia con  foto con el Inspector Ambiental. Saludos!!! http://t.co/2iXPz1t2DQ,Fausto Gallardo,Tijuana ,"Diputado de la XXIIII Legislatura del Estado y dirigente estatal del PVEM en BC, apasionado por mi trabajo y hombre de ideales claros. Padre de un hermoso niño.",1905,False ,Juntos Hacemos Historia,BAJA CALIFORNIA,FAUSTO GALLARDO GARCIA,44
Fri Feb 15 14:21:40 +0000 2013,gallardofausto,Animales en peligro de extinción 2013 http://t.co/FXPOgBJl vía @ecologiaverde,Fausto Gallardo,Tijuana ,"Diputado de la XXIIII Legislatura del Estado y dirigente estatal del PVEM en BC, apasionado por mi trabajo y hombre de ideales claros. Padre de un hermoso niño.",1905,False ,Juntos Hacemos Historia,BAJA CALIFORNIA,FAUSTO GALLARDO GARCIA,44
Sat Feb 09 23:19:18 +0000 2013,gallardofausto,El #PartidoVerde ha propuesto más del 50% de la legislación ambiental vigente de nuestro país.,Fausto Gallardo,Tijuana ,"Diputado de la XXIIII Legislatura del Estado y dirigente estatal del PVEM en BC, apasionado por mi trabajo y hombre de ideales claros. Padre de un hermoso niño.",1905,False ,Juntos Hacemos Historia,BAJA CALIFORNIA,FAUSTO GALLARDO GARCIA,44
Thu Apr 22 20:29:40 +0000 2021,nassarmariana,"Impulsaremos leyes que nos permitan vivir en un medio ambiente sano, limpio y sustentable.   @JAHFraguas https://t.co/D71Xi6ivos",Mariana Nassar Piñeyro,OAXACA,Orgullosamente oaxaqueña. Honestidad y amor por Oaxaca es lo que me motiva.,6635,True ,Va Por Mexico,OAXACA,MARIANA ERANDI NASSAR PIÑEYRO,37
Sun Nov 08 18:28:05 +0000 2020,nassarmariana,"En el #DiaMundialDelUrbanismo es momento para reflexionar sobre la importancia de tener una ciudad con una mejor movilidad, incluyente y sustentable. En el @GobOax trabajamos para que esto sea una realidad.  @alejandromurat https://t.co/YdaICZc9OO",Mariana Nassar Piñeyro,OAXACA,Orgullosamente oaxaqueña. Honestidad y amor por Oaxaca es lo que me motiva.,6635,True ,Va Por Mexico,OAXACA,MARIANA ERANDI NASSAR PIÑEYRO,37
Tue Jan 14 22:29:09 +0000 2020,nassarmariana,"En la @SEMOVI_GobOax trabajamos de manera coordinada junto al titular de la @SEMAEDESO, @samygurrion, para reducir el impacto ambiental del transporte público y lograr que la población oaxaqueña cuente con unidades seguras.   @AlejandroMurat @GobOax https://t.co/0zsmlezcPu",Mariana Nassar Piñeyro,OAXACA,Orgullosamente oaxaqueña. Honestidad y amor por Oaxaca es lo que me motiva.,6635,True ,Va Por Mexico,OAXACA,MARIANA ERANDI NASSAR PIÑEYRO,37
Sun Sep 15 16:28:01 +0000 2019,nassarmariana,La Democracia es fundamental para lograr el desarrollo sostenible y construir comunidades basadas en el respeto hacia los derechos humanos. #DíaDeLaDemocracia https://t.co/egEE60m9dx,Mariana Nassar Piñeyro,OAXACA,Orgullosamente oaxaqueña. Honestidad y amor por Oaxaca es lo que me motiva.,6635,True ,Va Por Mexico,OAXACA,MARIANA ERANDI NASSAR PIÑEYRO,37
Sat Jul 20 17:42:18 +0000 2019,nassarmariana,"En el Gobierno de @alejandromurat trabajamos por una movilidad sustentable, junto a asociaciones civiles, inauguramos la Ciclovía #FeriaGuelaguetza con una rodada del Centro Histórico al #CCCO. Tú también conócela y durante la #Guelaguetza2019 disfruta de #Oaxaca en bici. https://t.co/8iMzAVVYh5",Mariana Nassar Piñeyro,OAXACA,Orgullosamente oaxaqueña. Honestidad y amor por Oaxaca es lo que me motiva.,6635,True ,Va Por Mexico,OAXACA,MARIANA ERANDI NASSAR PIÑEYRO,37
Thu May 13 17:22:50 +0000 2021,mariaasencional,"Para que México evolucione necesitamos dejar las energías contaminantes en el pasado y avanzar hacia el futuro con energía verde, para respirar aire limpio, que el recibo de la luz te salga más barato, se tengan más empleos y se beneficien las comunidades.  #DoñaMary  #Diputada https://t.co/gR7OmH0bLo",Doña Mary,,Diputada Federal electa y luchadora social comprometida con las causas sociales de Tlajomulco.,127,True ,Movimiento Ciudadano,JALISCO,MARIA ASENCION ALVAREZ SOLIS,70
Thu May 21 15:26:47 +0000 2020,erasmoglz,"Algunos fideicomisos no han logrado cumplir con los fines de su creación, la transparencia y el uso adecuado de los recursos públicos. Su extinción busca orientar el gasto con más responsabilidad para darle a las familias mexicanas  un mejor futuro sin endeudar al país.  #aDarle https://t.co/kinRAbqJMg",Erasmo González,"Cd. Madero, Tam. Mexico","Padre de familia, político, amigo y deportista.",5395,True ,Juntos Hacemos Historia,TAMAULIPAS,ERASMO GONZALEZ ROBLEDO,48
Fri Jun 28 00:34:54 +0000 2019,erasmoglz,"Aprobamos ⁦@Mx_Diputados⁩ Plan Nacional Desarrollo 2019-2024, documento rector del Poder Ejecutivo Federal que precisa los objetivos nacionales, estrategias y prioridades del desarrollo integral y sustentable de #México ⁦@DiputadosMorena⁩ #aDarle! https://t.co/vHp5hQNXlZ",Erasmo González,"Cd. Madero, Tam. Mexico","Padre de familia, político, amigo y deportista.",5395,True ,Juntos Hacemos Historia,TAMAULIPAS,ERASMO GONZALEZ ROBLEDO,48
Tue Aug 09 16:34:36 +0000 2016,erasmoglz,"Los Pueblos Indígenas protegen el 80% de la biodiversidad del planeta, Dia Internacional de los #PueblosIndigenas https://t.co/6RuEyWogvH",Erasmo González,"Cd. Madero, Tam. Mexico","Padre de familia, político, amigo y deportista.",5395,True ,Juntos Hacemos Historia,TAMAULIPAS,ERASMO GONZALEZ ROBLEDO,48
Tue May 05 23:28:00 +0000 2015,erasmoglz,Da inicio Reunión de Trabajo Comisión de Desarrollo Sustentable con sede en #Altamira #Tamaulipas @CongresoTams http://t.co/7EbO5lPlOi,Erasmo González,"Cd. Madero, Tam. Mexico","Padre de familia, político, amigo y deportista.",5395,True ,Juntos Hacemos Historia,TAMAULIPAS,ERASMO GONZALEZ ROBLEDO,48
Tue Mar 23 03:00:20 +0000 2021,betovillamx,"L@s @DiputadosMorena incorporamos a la Ley, el principio de protección al suelo, agua y otros recursos para promover su aprovechamiento sustentable.   ¡En la #4T sabemos que el equilibrio con el medio ambiente es necesario! 💧🌱♻️ #LaTransformaciónAvanza #BetoVillaDiputadoFederal https://t.co/Yngho5pzsg",Alberto Villa,"Tonalá, Jalisco",Diputado Federal Reelecto por el Distrito 7 de Tonalá. #BetoVilla,1366,True ,Juntos Hacemos Historia,JALISCO,ALBERTO VILLA VILLEGAS,48
