usuario	tuit_es	tuit_en	sentiment	emoji
 GpeRomanAvila	" ¡Gracias a las panaderías por llenar de felicidad el corazón y el paladar de todo México! 🍩 #ConsumeLocal: hoy es el momento de regresar un poco del calor que nos han regalado en cada una de sus piezas 🥐 #JuntosSaldremosAdelante ☕ #HagamosComunidad https://t.co/EunblNpJO3
"	"Thanks to the bakeries for filling the heart and palate of all of Mexico with happiness! 🍩 #ConsumeLocal: today is the time to return a little of the heat that they have given us in each of their pieces 🥐 #JuntosSaldremosAdelante ☕ #HagamosComunidad https://t.co/EunblNpJO3
"	1	😀
 KarlaMedinaCon1	" Hoy el calor nos dio un descanso, 😁 y lo aprovechamos para caminar por las calles de la Colonia Díaz Ordaz y platicar con sus vecinxs.  Ya estamos preparados para la época de lluvias 🍊 nada detiene el #MovimientoCiudadano   Este 6 de Junio vota por #KarlaPaolaMedina https://t.co/J14m7CPBR1
"	"Today the heat gave us a break, 😁 and we took advantage of it to walk through the streets of Colonia Díaz Ordaz and talk with its neighbors. We are already prepared for the rainy season 🍊 nothing stops the #MovimientoCiudadano This June 6 vote for #KarlaPaolaMedina https://t.co/J14m7CPBR1
"	1	😀
 KarlaMedinaCon1	" Cuando la convicción es grande no hay golpe de calor que te detenga 😅 La reunión de hoy fue en la Colonia Azcorra 🙌 agradezco a lxs vecinxs por su cálida bienvenida 🤗 #NosotrxsLoHaremos  #KarlaPaolaMedina⁣ candidata a #Diputada4FederalYucatán⁣ por #MovimientoCiudadano ⁣🍊⁣ https://t.co/xAXgnEH3n3
"	"When the conviction is great there is no heat stroke that stops you 😅 Today's meeting was in Colonia Azcorra 🙌 I thank the neighbors for their warm welcome 🤗 #NosotrxsLoHaremos # KarlaPaolaMedina⁣ candidate for # Diputada4FederalYucatán⁣ by #MovimientoCiudadano ⁣🍊⁣ https : //t.co/xAXgnEH3n3
"	1	😀
 KarlaMedinaCon1	" Brigada!!!  Seamos el ejemplo para construir un mundo mejor, unidos entre ciudadanos lo vamos a lograr 🙌🏻🌎🌳   Gracias a los vecinos de las colonias  y a Jóvenes Voluntarios de Yucatán Mx por unirse a esta campaña de limpieza y concientización ambiental 🤝  @VianeySima https://t.co/5FBfWOP4iA
"	"Brigade!!! Let's be the example to build a better world, united among citizens we will achieve it 🙌🏻🌎🌳 Thanks to the neighbors of the colonias and Young Volunteers of Yucatán Mx for joining this cleaning and environmental awareness campaign 🤝 @VianeySima https: // t.co/5FBfWOP4iA
"	1	😀
 KarlaMedinaCon1	" Cuidar nuestro medio ambiente  es parte de nuestra responsabilidad, mantén limpias tus calles, el ejemplo empieza por cada uno de nosotros. 🙌🏻🙏🏻💪🏻  Gracias a los vecinos de la Colonia Vicente Solís y a Jóvenes Voluntarios por unirse a esta campaña de concientización ambiental 🤝 https://t.co/EnIWcWllM3
"	"Caring for our environment is part of our responsibility, keep your streets clean, the example begins with each one of us. 🙌🏻🙏🏻💪🏻 Thanks to the residents of Colonia Vicente Solís and Young Volunteers for joining this environmental awareness campaign 🤝 https://t.co/EnIWcWllM3
"	1	😀
 KarlaMedinaCon1	" Brigada de concientización ambiental  y limpieza, en la comisaría de Dzityá, Mérida, Yucatán.  Trabajando unidos avanzamos más 💪🏻🤝👏  Gracias a Jóvenes Voluntarios Yucatán Mx y a In Lak Ech AC  Es la ⏰ de los jóvenes 👏  Jóvenes Voluntarios Yucatán Mx #ComisaríaDzityá #InLakEch https://t.co/ZYNXImwv3n
"	"Environmental awareness and cleaning brigade, in the Dzityá police station, Mérida, Yucatán. Working together we advance further 💪🏻🤝👏 Thanks to Young Volunteers Yucatán Mx and In Lak Ech AC It is the ⏰ of young people 👏 Young Volunteers Yucatán Mx # ComisaríaDzityá #InLakEch https://t.co/ZYNXImwv3n
"	1	😀
 KarlaMedinaCon1	" Brigada de concientización ambiental  y limpieza, en la comisaría de Dzityá, Mérida, Yucatán.  Trabajando unidos avanzamos más 💪🏻🤝👏  Gracias a Jóvenes Voluntarios Yucatán Mx y a In Lak Ech AC  Es la ⏰ de los jóvenes 👏  Jóvenes Voluntarios Yucatán Mx #ComisaríaDzityá #InLakEch https://t.co/42XGEAEEMA
"	"Environmental awareness and cleaning brigade, in the Dzityá police station, Mérida, Yucatán. Working together we advance further 💪🏻🤝👏 Thanks to Young Volunteers Yucatán Mx and In Lak Ech AC It is the ⏰ of the young people 👏 Young Volunteers Yucatán Mx # ComisaríaDzityá #InLakEch https://t.co/42XGEAEEMA
"	1	😀
 KarlaMedinaCon1	" Hay muchas razones por las que debemos cuidar los árboles, como por ejemplo: ayudan a mantener el medio ambiente sano y hermoso, ayudan a limpiar el aire ya que en el día generan oxígeno y en la noche absorben dióxido de carbono.   Que tengan un maravilloso día!🙌🏻🙏🏻❤️🌳 https://t.co/AysftIlmFX
"	"There are many reasons why we should take care of trees, such as: they help keep the environment healthy and beautiful, they help clean the air since they generate oxygen during the day and absorb carbon dioxide at night. Have a wonderful day! 🙌🏻🙏🏻❤️🌳 https://t.co/AysftIlmFX
"	1	😀
 JorgeCanul11	" @bayanmoosa vamos a hablar francés esta tarde/noche! Calor!... Vas a salir hoy o Nelson?
"	"@bayanmoosa let's speak French tonight! Heat! ... Are you going out today or Nelson?
"	0	😐
 JorgeCanul11	" Puto calor me esta matando #sufrocomotelevisa
"	"Fucking heat is killing me #sufrocomotelevisa
"	-1	😠
 ednasosaj	" Gracias por acompañarnos en la reforestación de Lázaro Cárdenas. ¡Vamos a continuar recuperando espacios y protegiendo al medio ambiente con acciones y propuestas! #ElSolSale ☀ #VotaPRD 💛 https://t.co/WEIycv1gKM
"	"Thank you for joining us in the reforestation of Lázaro Cárdenas. We are going to continue recovering spaces and protecting the environment with actions and proposals! #ElSolSale ☀ #VotaPRD 💛 https://t.co/WEIycv1gKM
"	1	😀
 ednasosaj	" Hoy, Morena en el Senado buscará aprobar la #LeyCombustóleo a la mala y sin cambiarle una coma.  Esto significa más energía sucia para México, más contaminación y más cambio climático. AMLO trata de enterrar a las #EnergíasRenovables.
"	"Today, Morena in the Senate will seek to approve the #Combustóleo Law the bad way and without changing a comma. This means more dirty energy for Mexico, more pollution and more climate change. AMLO tries to bury the # Renewable Energies.
"	-1	😠
 DiegoAlanisA	" En 1938 cuando se nacionalizó el Petróleo el pueblo pagó la deuda con gallinas, joyas y donativos. Hoy lo mínimo que tendríamos que aportar es nuestra solidaridad a las acciones del Presidente @lopezobrador_. #YoEstoyConAmlo #YoApoyoLaLuchaVsHuachicol
"	"In 1938, when Petroleum was nationalized, the town paid the debt with chickens, jewelry, and donations. Today the least we would have to contribute is our solidarity with the actions of the President @lopezobrador_. #YoEstoyConAmlo #YoApoyoLaLuchaVsHuachicol
"	-1	😠
 DiegoAlanisA	" ¿Cómo que el NAICM no se puede poner a consulta? Si el impacto ambiental nos afecta a todos. Si están involucrados recursos públicos en el proyecto. Y si la consulta misma es un proceso de politización para tomar decisiones con la mayor responsabilidad posible.
"	"How can the NAICM not be consulted? If the environmental impact affects us all. If public resources are involved in the project. And if the consultation itself is a politicization process to make decisions with the greatest possible responsibility.
"	1	😀
 DanSantosMX	" @SoyCriSzis Hasta donde sé, como ciudadano y abogado, el INE está aplicando la norma; el derecho constitucional a votar y ser votado está regulado. ¿Recuerdas cuando desde el activismo LGBT+ combatimos el discurso de odio y los antiderechos reclaman su libertad de expresión?
"	"@SoyCriSzis As far as I know, as a citizen and a lawyer, the INE is applying the rule; the constitutional right to vote and be voted is regulated. Do you remember when LGBT + activism fought hate speech and anti-rights claim their freedom of expression?
"	-1	😠
 DanSantosMX	" Muchos animales que viven en las calles padecerán esta ola de calor y necesitan tu apoyo: Deja recipientes con agua limpia en lugares donde ellos puedan tener acceso. 🐕🐱🐾 #Monterrey #OlaDeCalor https://t.co/XN50crMoy8
"	"Many animals that live on the streets will suffer from this heat wave and need your support: Leave containers with clean water in places where they can have access. 🐕🐱🐾 #Monterrey #OlaDeCalor https://t.co/XN50crMoy8
"	1	😀
 DanSantosMX	" Yo les pediría a todas las candidatas y candidatos que lo son en virtud de acciones afirmativas (indígenas, afrodescendientes, LGBTs, etc.) a que se comprometan públicamente a no generar más basura y contaminación: CERO BASURA, CERO DESECHOS, no a la contaminación y el derroche.
"	"I would ask all the candidates who are so by virtue of affirmative actions (indigenous, Afro-descendant, LGBTs, etc.) to publicly commit not to generate more garbage and pollution: ZERO GARBAGE, ZERO WASTE, no pollution and waste.
"	-1	😠
 DanSantosMX	" ¿Ustedes creen que le van a importar los incendios forestales en Nuevo León al psicópata que ordena un ecocidio criminal en su amado sureste? https://t.co/S6wi1QCJZm
"	"Do you think the psychopath who orders a criminal ecocide in his beloved southeast will care about the forest fires in Nuevo León? https://t.co/S6wi1QCJZm
"	1	😀
 DanSantosMX	" Yo quisiera que @pacocienfuegos @VictorFuentesNL @colosioriojas y demás candidatos y candidatas propusieran medidas para combatir en serio la contaminación por ruido en #Monterrey. https://t.co/UmwbKd39yK
"	"I would like @pacocienfuegos @VictorFuentesNL @colosioriojas and other candidates to propose measures to seriously combat noise pollution in #Monterrey. https://t.co/UmwbKd39yK
"	-1	😠
 DanSantosMX	" Se nos quema la montaña, respiramos contaminantes de la refinería Cadereyta y encima talamos cuanto árbol se nos ponga enfrente. ¿Qué pedo, Monterrey?
"	"The mountain burns us, we breathe in pollutants from the Cadereyta refinery and on top of that we cut down whatever tree comes in front of us. What fart, Monterrey?
"	-1	😠
 es_iztacalco	" El jefe de Gobierno de la CDMX, Miguel Ángel Mancera, anunció que el 15 de abril próximo comenzará a funcionar el corredor Auditorio-Reforma-Santa Fe, con unidades para 90 y 120 pasajeros que permitirán una reducción de emisiones de hasta 90 por ciento.  https://t.co/XXyeIcogkY
"	"The head of the CDMX Government, Miguel Ángel Mancera, announced that on April 15, the Auditorio-Reforma-Santa Fe corridor will start operating, with units for 90 and 120 passengers that will allow a reduction of emissions of up to 90 percent. https://t.co/XXyeIcogkY
"	1	😀
 es_iztacalco	" La Comisión Ambiental de la Megalópolis (#CAMe) confirmó que la información sobre los cambios en el programa Hoy No Circula que circula en redes sociales. Es falsa. Cualquier modificación sería anunciada por medios oficiales.   https://t.co/5R81kogf46
"	"The Environmental Commission of the Megalopolis (#CAMe) confirmed that the information about the changes in the Hoy No Circula program circulates on social networks. It is false. Any modification would be announced by official means. https://t.co/5R81kogf46
"	-1	😠
 es_iztacalco	" La Comisión Ambiental de la Megalópolis activó la Fase 1 de contingencia ambiental en la Zona Noreste del Valle de México ya que se registró un valor máximo de 162 puntos del Índice de Calidad del Aire. El Programa Hoy No Circula aplica de manera normal.  https://t.co/6T3KaVcUBI
"	"The Environmental Commission of the Megalopolis activated Phase 1 of environmental contingency in the Northeast Zone of the Valley of Mexico since a maximum value of 162 points of the Air Quality Index was registered. The Hoy No Circula Program applies as normal. https://t.co/6T3KaVcUBI
"	1	😀
 es_iztacalco	" Iztacalco y Tláhuac presentan índices de contaminación superiores a los 100 puntos imeca.   https://t.co/SgPtUd0Iny
"	"Iztacalco and Tláhuac present contamination indices above 100 imeca points. https://t.co/SgPtUd0Iny
"	0	😐
 es_iztacalco	" Se destinarán mil millones de pesos a las labores de demolición y mitigación.  https://t.co/bP2MhuEhUp
"	"One billion pesos will be allocated to demolition and mitigation work. https://t.co/bP2MhuEhUp
"	0	😐
 es_iztacalco	" Hoy inicia la primavera, espero que con su calor, retire de su cuerpo, mente y corazón el frío.
"	"Spring begins today, I hope that with its heat, it removes the cold from your body, mind and heart.
"	1	😀
 Javier_Hidalgo	" Como arquitecto y urbanista, entiendo la importancia del desarrollo inmobiliario con una visión sustentable y sostenible. Por ello, en la reunión con la Asociación de Desarrolladores Inmobiliarios, ofrecí ser el puente entre el Congreso y la inversión en este ramo. https://t.co/tuPYwdoRjY
"	"As an architect and urban planner, I understand the importance of real estate development with a sustainable and sustainable vision. Therefore, in the meeting with the Association of Real Estate Developers, I offered to be the bridge between Congress and investment in this field. https://t.co/tuPYwdoRjY
"	1	😀
 Javier_Hidalgo	" Me dió gustó encontrarme con Virgilio @pasotti_ , gran activista ciudadano en Polanco, Miguel Hidalgo y la CDMX. Muy comprometido con la comunidad y la movilidad. A pesar de algunas diferencias, son mucho más las coincidencias. 👍🏽🤗 https://t.co/stpWNxjFMJ
"	"I liked meeting Virgilio @pasotti_, a great citizen activist in Polanco, Miguel Hidalgo and the CDMX. Very committed to the community and mobility. Despite some differences, there are much more coincidences. 👍🏽🤗 https://t.co/stpWNxjFMJ
"	1	😀
 Javier_Hidalgo	" Gran gusto ver al Presidente @lopezobrador_ en #CuatroCiénegas atendiendo tema del agua. Justo hace un año, la presidenta municipal @YolandaCantuM1, ambientalistas y cientific@s como Valeria Souza y Arnold Ricalde nos convocaron en busca de ayuda. La 4T es ambientalista o no será https://t.co/ux4TXON9LG https://t.co/yhqmT1WLUr
"	"Great pleasure to see the President @lopezobrador_ in # CuatroCiénegas addressing the water issue. Just a year ago, the municipal president @ YolandaCantuM1, environmentalists and scientists like Valeria Souza and Arnold Ricalde called us for help. Q4 is environmentalist or it will not be https://t.co/ux4TXON9LG https://t.co/yhqmT1WLUr
"	1	😀
 Javier_Hidalgo	" @YuririaSierra Estimada @YuririaSierra en 1933 EEUU iba saliendo de la crisis del 29, les obsequias una increíble clarividencia, pero afirmar que motivación del presidente Cárdenas para expropiar el petróleo fue por órdenes de EEUU es absurdo.  Esas historias falsas no van con tu profesión.
"	"@YuririaSierra Dear @YuririaSierra in 1933, the United States was coming out of the crisis of 29, you give them an incredible clairvoyance, but to affirm that President Cárdenas' motivation to expropriate the oil was by orders of the United States is absurd. Those false stories don't go with your profession.
"	1	😀
 Javier_Hidalgo	" En sesión a distancia @Mx_Diputados aprobamos iniciativa de Dip @ErnestoP_C que reforma la Ley del Equilibrio Ecológico con el objetivo de Garantizar la participación abierta e inclusiva de la sociedad en la planeación, ejecución, evaluación y vigilancia de la política ambiental. https://t.co/nm73mtV21S
"	"In a remote session @Mx_Diputados we approved the initiative of Dip @ErnestoP_C that reforms the Ecological Balance Law with the aim of guaranteeing the open and inclusive participation of society in the planning, execution, evaluation and monitoring of environmental policy. https://t.co/nm73mtV21S
"	1	😀
 Javier_Hidalgo	" @MEPH64 @DavidVicenteno .@MEPH64 en la extinción de los fideicomisos. Cubriendo sus compromisos el remanente se usó para pagar las vacunas.
"	"@ MEPH64 @DavidVicenteno. @ MEPH64 on the extinction of the trusts. Covering their commitments, the remainder was used to pay for the vaccines.
"	1	😀
 Javier_Hidalgo	" @mfballe @Mx_Diputados @vromog .@mfballe escuchando las diversas posiciones es muy cuestionable quienes con alegato ambientalista se oponen a dar preferencia a producción de energía limpia de hidroeléctricas públicas defendiendo la producción privada de gas natural engañando de que se trata de energía eólica. https://t.co/vwuA7fNLNm
"	"@mfballe @Mx_Diputados @vromog. @ mfballe listening to the various positions, it is highly questionable who, with an environmentalist allegation, oppose giving preference to clean energy production from public hydroelectric plants, defending the private production of natural gas, deceiving that it is wind energy. https://t.co/vwuA7fNLNm
"	1	😀
 LoreniaValles	" La colonia Ladrilleras es un lugar que quiero mucho, ahí comencé mi activismo social hace más de 20 años.   Mi fórmula para contribuir al cambio verdadero ha sido obedecer, porque la que manda es la gente. https://t.co/mQfxdSD7x1
"	"The Ladrilleras neighborhood is a place that I love very much, there I began my social activism more than 20 years ago. My formula to contribute to true change has been to obey, because it is the people who are in charge. https://t.co/mQfxdSD7x1
"	1	😀
 LoreniaValles	" Con la Reforma Energética de Peña Nieto, el PRIAN intentó devolver el petróleo a manos extranjeras. Ahora, nuestra misión es recuperar la soberanía energética porque los recursos naturales son del Pueblo.   Así honramos el legado cardenista de la #ExpropiaciónPetrolera 🛢️🇲🇽 https://t.co/ee7C6c7oH4
"	"With the Peña Nieto Energy Reform, the PRIAN tried to return the oil to foreign hands. Now, our mission is to recover energy sovereignty because natural resources belong to the People. This is how we honor the Cardenista legacy of the # ExpropiaciónPetrolera 🛢️🇲🇽 https://t.co/ee7C6c7oH4
"	1	😀
 LoreniaValles	" ""Aunque añoramos el calor de un abrazo, recuperamos lo valioso de un #cuentasconmigo"" ♥️🙋🏻‍♀️ 📲 https://t.co/OTCEy3ahDE  Me uno a la cadena de #AbrazoVirtual, el cual dirijo a mi familia 👨‍👩‍👧‍👦 a mis paisanos sonorenses 🌵 y a todo el pueblo de México 🇲🇽 https://t.co/hIoTUe3pCI
"	"""Although we long for the warmth of a hug, we recover the value of a #cuentasconmigo"" ♥ ️🙋🏻‍♀️ 📲 https://t.co/OTCEy3ahDE I join the #AbrazoVirtual chain, which I address to my family 👨‍👩 ‍👧‍👦 to my countrymen from Sonora 🌵 and to all the people of Mexico 🇲🇽 https://t.co/hIoTUe3pCI
"	1	😀
 LoreniaValles	" Así lograremos:  🔸 Mejorar aspectos fisiológicos de los seres vivos.  🔸 Recuperar la transparencia del cielo.  🔸 Bajar el consumo de energía eléctrica de los municipios  🔸 Reducir las emisiones de gases del efecto invernadero.  ¡Enhorabuena, @ceciliasotog @tania_cometa!  2/2
"	"Thus we will achieve: 🔸 Improve physiological aspects of living beings. 🔸 Recover the transparency of the sky. 🔸 Lower the electricity consumption of municipalities. 🔸 Reduce greenhouse gas emissions. Congratulations, @ceciliasotog @tania_cometa! 2/2
"	1	😀
 LoreniaValles	" Hoy aprobamos la reforma a la Ley General del Equilibrio Ecológico y la Protección al Ambiente, para incorporar los términos ""contaminación lumínica"" y ""luz intrusa"", y así impulsar una política de prevención, reducción y control de la contaminación lumínica en la atmósfera. 1/2 https://t.co/2OdCqkQe2e
"	"Today we approved the reform to the General Law of Ecological Balance and Environmental Protection, to incorporate the terms ""light pollution"" and ""intrusive light"", and thus promote a policy of prevention, reduction and control of light pollution in the atmosphere. 1/2 https://t.co/2OdCqkQe2e
"	1	😀
 LoreniaValles	" @KarlaMaEstrella @sergiozaragoza @ClaudiaPavlovic @gobiernosonora ¿Cuáles son las acciones que ha hecho el gobierno del estado en materia ambiental? También tiene atribuciones.
"	"@KarlaMaEstrella @sergiozaragoza @ClaudiaPavlovic @governorsonora What are the actions that the state government has taken in environmental matters? It also has powers.
"	0	😐
 LoreniaValles	" Hacer comunidad implica sentirnos parte de ella y asumir nuestra responsabilidad con las y los demás.  En equipo, hoy llevamos a cabo una jornada de limpieza y reforestación en la plaza principal del Poblado Miguel Alemán. 💮🏵️🌼 https://t.co/rYyttPDv3W
"	"Building community implies feeling part of it and assuming our responsibility to others. As a team, today we carry out a cleaning and reforestation day in the main square of Poblado Miguel Alemán. 💮🏵️🌼 https://t.co/rYyttPDv3W
"	1	😀
 LoreniaValles	" Jornada de Limpieza y Reforestación en la Col. Villa Verde.  🌳 🌎   Hoy me acompañó Moises a plantar árboles, él es un niño de 7 años que cuida su planeta. 🧒🏻🌿 https://t.co/SRuuOeRXiy
"	"Cleaning and Reforestation Day in Col. Villa Verde. 🌳 🌎 Today Moises accompanied me to plant trees, he is a 7-year-old boy who takes care of his planet. 🧒🏻🌿 https://t.co/SRuuOeRXiy
"	1	😀
 LoreniaValles	" @sergiozaragoza @mensajero34 @AlfonsoDurazo @MorenaenSonora @Expresoweb @Expreso24_7 @morena_hillo @JovenSonora @patria4t @JorgeTaddeiB @CelidaLopezc @Cjavierlamarque @asrmorena Es un error pensar que el petróleo solo sirve para producir gasolina. Importante conocer cuántos productos derivan de él. Por otro lado, claro que hubo un boom de ""energías limpias"", cuyos contratos han estado vinculados a políticos y empresas como IBERDROLA (amiga de Calderón).
"	"@sergiozaragoza @ Mensajero34 @AlfonsoDurazo @MorenaenSonora @Expresoweb @ Expreso24_7 @morena_hillo @JovenSonora @ patria4t @JorgeTaddeiB @CelidaLopezc @Cjavierlamarque @asrmorena It is a mistake to think that oil is only used to produce gasoline. It is important to know how many products are derived from it. On the other hand, of course there was a ""clean energy"" boom, whose contracts have been linked to politicians and companies such as IBERDROLA (Calderón's friend).
"	1	😀
 LoreniaValles	" La reforma energética de Peña prometió mucho, pero benefició nada. No puede ser que vendamos petróleo, pero compremos gasolina.  Va columna de hoy para @ElSolHermosillo y @TribunaSL. Como siempre, les invito a sumarse a la conversación 📲  https://t.co/o7jRiT9iC9  #MéxicoSoberano https://t.co/CJuayotkLG
"	"Peña's energy reform promised a lot, but benefited nothing. We cannot sell oil, but we buy gasoline. Today's column goes to @ElSolHermosillo and @TribunaSL. As always, I invite you to join the conversation 📲 https://t.co/o7jRiT9iC9 # MéxicoSoberano https://t.co/CJuayotkLG
"	1	😀
 LoreniaValles	" Como dice el presidente @lopezobrador_: ""No puede ser que extraigamos y vendamos petróleo, pero compremos gasolina"".🤦🏽‍♀️  ¡Nuestra lucha es por la soberanía energética! 🇲🇽🛢️  #MéxicoSoberano @SENER_mx @rocionahle https://t.co/auvnHdVaJe
"	"As the president @lopezobrador_ says: ""It cannot be that we extract and sell oil, but we buy gasoline."" 🤦🏽‍♀️ Our fight is for energy sovereignty! 🇲🇽🛢️ # MéxicoSoberano @SENER_mx @rocionahle https://t.co/auvnHdVaJe
"	-1	😠
 LoreniaValles	" 🇲🇽 La soberanía energética de México es resultado de la lucha histórica contra los intereses privatizadores.   Por eso celebro el acuerdo logrado por @rocionahle (@SENER_mx) en las negociaciones de la #OPEP, para proteger el petróleo de l@s mexican@s.   https://t.co/rpzLFH0Af1 https://t.co/wzZS74Zucl
"	"🇲🇽 Mexico's energy sovereignty is the result of the historical struggle against privatization interests. That is why I celebrate the agreement reached by @rocionahle (@SENER_mx) in the #OPEP negotiations, to protect the Mexican oil. https://t.co/rpzLFH0Af1 https://t.co/wzZS74Zucl
"	1	😀
 julioc_moreno	" La bicicleta permite una movilidad sustentable y en #VCarranza contamos con muchos espacios para usarla de manera segura, tal como nos platica nuestra vecina Aracely Vergara.  🚴‍♀️🚴  🗣️▶️ https://t.co/6U7J4x1R3M  #EveAlcaldesa #YoConEve #JCM
"	"The bicycle allows sustainable mobility and at #VCarranza we have many spaces to use it safely, as our neighbor Aracely Vergara tells us. 🚴‍♀️🚴 🗣️ ▶ ️ https://t.co/6U7J4x1R3M #EveAlcaldesa #YoConEve #JCM
"	1	😀
 julioc_moreno	" La plantas y flores que dan vida a las áreas verdes de nuestra alcaldía, son cultivadas con gran dedicación en nuestro invernadero. Es una herramienta provechosa para embellecer de manera sustentable parques, plazas y camellones. 🌳🍃🌺  #JCM  #ProtégeteYProtegeALosDemás https://t.co/E9MMdjpc2Y
"	"The plants and flowers that give life to the green areas of our city hall are cultivated with great dedication in our greenhouse. It is a useful tool to beautify parks, squares and ridges in a sustainable way. 🌳🍃🌺 #JCM # ProtégeteYProtegeALosDemás https://t.co/E9MMdjpc2Y
"	1	😀
 julioc_moreno	" #DíaMundialDeLaBicicleta 🚲  La bicicleta es un medio de transporte sustentable y por ser personal, es ideal para realizar trayectos cortos en esta contingencia sanitaria por #Covid19.  #QuédateEnCasa https://t.co/3nME4FIKJL
"	"# WorldBikeDay 🚲 The bicycle is a sustainable means of transport and because it is personal, it is ideal for short trips in this health contingency due to # Covid19. # StayEnCasa https://t.co/3nME4FIKJL
"	1	😀
 KarRojodelaVega	" Recordando en este #DiaMundialDeLosOceanos, este día histórico en los pinos cuando por por decreto presidencial #Revillagigedo se volvió un área natural protegida marina.  Aquí junto a la famosa activista de los océanos y fundadora de @MissionBlue @SylviaEarle https://t.co/Y76yHGLrUb
"	"Remembering in this #DiaMundialDeLosOceanos, this historic day in the pines when by presidential decree #Revillagigedo became a marine protected natural area. Here with the famous ocean activist and founder of @MissionBlue @SylviaEarle https://t.co/Y76yHGLrUb
"	1	😀
 KarRojodelaVega	" #DiaMundialdelosOceanos 2021, un año en el que a su vez arrancamos una década de desafíos para lograr el Objetivo de Desarrollo Sostenible 14: “Conservar y utilizar de manera sostenible los océanos, los mares y los recursos marinos” de cara a #2030 https://t.co/I5WYBVfdOO
"	"#OceanDay 2021, a year in which we in turn started a decade of challenges to achieve Sustainable Development Goal 14: “Conserve and sustainably use the oceans, seas and marine resources” with a view to # 2030 https: //t.co/I5WYBVfdOO
"	1	😀
 KarRojodelaVega	" Caminta en #Acala, #Chiapas con @fuerzaxmexico, Vicente Coello, nuestro candidato más joven con 18 años, activista en favor de los derechos humanos.   Necesitamos cambiar el poder de generación! Ya chole@con lo mismo de siempre #FuerzaXChiapas @janetovando https://t.co/Ef3w6YmpK4
"	"Walk in #Acala, #Chiapas with @fuerzaxmexico, Vicente Coello, our youngest candidate at 18 years old, activist in favor of human rights. We need to change the generation power! Ya chole @ with the same as always #FuerzaXChiapas @janetovando https://t.co/Ef3w6YmpK4
"	1	😀
 KarRojodelaVega	" Hoy Día de la Santa Cruz con nuestr@s candidat@s de @fuerzaxmexico en una caminata y ceremonia por el #agua. El cuidado de la biodiversidad es FUNDAMENTAL para el partido. #Chiapas @gerislas https://t.co/4QsN6Y7sn9
"	"Today Santa Cruz Day with our candidates from @fuerzaxmexico in a walk and ceremony through the #water. Caring for biodiversity is FUNDAMENTAL for the party. #Chiapas @gerislas https://t.co/4QsN6Y7sn9
"	1	😀
 KarRojodelaVega	" ¡Enzo y #KarlaXMexico!   Recorriendo las calles con mi mejor amigo.   Desde hace muchos años me he comprometido a trabajar por la biodiversidad y por la búsqueda de la dignidad y respeto de la biodiversidad. #MigueHidalgo #CDMX #VotoRosa @FXMCDMX @fuerzaxmexico https://t.co/itzPxr8F4q
"	"Enzo and #KarlaXMexico! Walking the streets with my best friend. For many years I have been committed to working for biodiversity and for the search for dignity and respect for biodiversity. #MigueHidalgo #CDMX #VotoRosa @FXMCDMX @fuerzaxmexico https://t.co/itzPxr8F4q
"	1	😀
 KarRojodelaVega	" Dando seguimiento a la agenda #2030 para el desarollo sostenible de la @ONU_es, les armé este vídeo #CDMX https://t.co/UJsYsHtYV7
"	"Following up on the # 2030 agenda for sustainable development of the @UN_es, I put together this video #CDMX https://t.co/UJsYsHtYV7
"	0	😐
 KarRojodelaVega	" Mi columna sobre #EconomíCircular, rumbo a una agenda sustentable #2030 @ONUMujeresMX https://t.co/mRjP8oq1S8
"	"My column on #Circular Economics, towards a sustainable agenda # 2030 @ONUMujeresMX https://t.co/mRjP8oq1S8
"	0	😐
 KarRojodelaVega	" Para cuidar hay que amar y para amar conocer. Hay que entender a la pachamama como un ser vivo con derechos y empezar a legislar en favor de ella, sin ella, sin la biodiversidad, no existe la humanidad. Desde @fuerzaxmexico abandero la conservación de nuestra biodiversidad! https://t.co/GdD9vWvlGC
"	"To care you have to love and to love to know. We must understand the pachamama as a living being with rights and begin to legislate in favor of it, without it, without biodiversity, humanity does not exist. From @fuerzaxmexico I champion the conservation of our biodiversity! https://t.co/GdD9vWvlGC
"	1	😀
 KarRojodelaVega	" Con Chanuc #Nahá, dentro de la Lacandona. La selva sana, reconstruye y el humano cuando vuelve destruye. La importancia de la constancia y la voluntad del trabajo diario en equilibrio con fallas pero sin perder las ganas. Por una vida sustentable en todos sus rubros. https://t.co/o5Q9YUWskr
"	"With Chanuc # Nahá, inside the Lacandona. The jungle heals, rebuilds and the human when he returns destroys. The importance of perseverance and the will of daily work in balance with failures but without losing the desire. For a sustainable life in all its areas. https://t.co/o5Q9YUWskr
"	-1	😠
 KarRojodelaVega	" Invertir $ 1.8 billones en adaptación climática podría generar $ 7.1 billones en beneficios.  Los líderes de todo el 🌍 están pidiendo a los gobiernos y las empresas que actúen con urgencia en la adaptación climática. #climate #climatestrike   👉🏼 https://t.co/o7LIqyiZpc https://t.co/zoXEAMKnCi
"	"Investing $ 1.8 trillion in climate adaptation could generate $ 7.1 trillion in benefits. Leaders around the 🌍 are calling on governments and businesses to act urgently on climate adaptation. #climate #climatestrike 👉🏼 https://t.co/o7LIqyiZpc https://t.co/zoXEAMKnCi
"	1	😀
